,train_loss,validate_loss,validate_accuracy
0,0.6887622035425158,3.4765514400385036,10.32
1,0.3289455480367559,0.3488578762007946,89.96
2,0.28482281032971407,0.2870735542504663,91.42
3,0.2545569586124801,0.26112057253375426,92.46
4,0.22817997923106983,0.23062796696527152,93.30000000000001
5,0.20445115238352699,0.21091808220662164,93.97999999999999
6,0.1836085664699069,0.19035545567517936,94.48
7,0.16611851428100527,0.17297709885426776,94.94
8,0.15084818828237684,0.15680106204438476,95.37
9,0.13849680418845497,0.14974954775869917,95.57
10,0.12682800021609256,0.13755924940236924,95.97
11,0.11716581017198645,0.13023407847527527,96.04
12,0.10892704749733896,0.12313660437535762,96.25
13,0.10150125765481323,0.1165527480492525,96.49
14,0.09457167798772385,0.11145267616599928,96.63000000000001
15,0.08836702596820611,0.10754614440122996,96.71
16,0.0832758749593871,0.10460193620849476,96.76
17,0.07817233869015046,0.09941781404184831,96.93
18,0.07334456859514825,0.09828906080165845,97.0
19,0.06925553719519913,0.09539400596867885,97.0
20,0.06521665857405623,0.09172374625563179,97.07000000000001
21,0.061562181214731226,0.09121423298999022,97.17
22,0.05813591850805145,0.08693806261754056,97.3
23,0.055348389959672895,0.08778556003239443,97.41
24,0.05207781426328132,0.08214619900619048,97.38
25,0.04956251705329811,0.08682368092432907,97.28999999999999
26,0.04690208977936042,0.08058556642340989,97.50999999999999
27,0.04458508371575443,0.08103000855885134,97.47
28,0.04235884879223287,0.08098227737547134,97.46000000000001
29,0.04014349786337654,0.07714294512922759,97.61
