,train_loss,validate_loss,validate_accuracy
0,1.0229104682586603,2.381685497899568,12.75
1,0.45718922157574765,0.5165583133749994,87.67
2,0.3800964781814572,0.3821950301885825,89.83
3,0.346908466496359,0.33956661290583723,90.51
4,0.32665645268129884,0.31783962509484764,91.03999999999999
5,0.31165437711389854,0.30273902090344273,91.44
6,0.3000759495239916,0.2938150567519003,91.83
7,0.2897573108451248,0.2819305878314593,92.25999999999999
8,0.28072950515157175,0.2750050720251647,92.39
9,0.2724472916032071,0.26810249098541006,92.57
10,0.26479126665982206,0.2606884843562988,92.73
11,0.25722541913434094,0.25359193894260995,92.99
12,0.25022325088638075,0.2476857041694398,93.26
13,0.2434677197475534,0.24132790811665691,93.38
14,0.23694442392036938,0.2362944523114637,93.60000000000001
15,0.23107721248930216,0.23116525959668816,93.7
16,0.22507863369428488,0.2251510458458165,93.8
17,0.2196430241549692,0.2203051613641208,93.89
18,0.21457472867105454,0.2163753553031684,93.97999999999999
19,0.209388910501972,0.21124674502907873,94.17
20,0.2045333231517387,0.20804287734240093,94.08999999999999
21,0.19986288968667296,0.20402274461526612,94.25
22,0.19559701594481563,0.19954866555300182,94.37
23,0.19122631100472587,0.1951913453109155,94.49
24,0.18722137960952964,0.19255986502511754,94.48
25,0.183083974213514,0.1886788239799675,94.69
26,0.17949661603556133,0.18443561432215036,94.86
27,0.175971783894973,0.18131384628755964,94.83
28,0.17256165842624216,0.1781422365232489,95.0
29,0.16916156051525377,0.17586285736357968,95.0
