,train_loss,validate_loss,validate_accuracy
0,0.7527150677544824,3.3010674101542987,10.25
1,0.33736333809081387,0.3570411774423175,89.95
2,0.29080317231115865,0.2926069973527824,91.53999999999999
3,0.2581349551196207,0.2660450043477401,92.16
4,0.2305921537583773,0.2344047613891168,93.22
5,0.20590397369865826,0.21155425685035592,93.88
6,0.18538803556889735,0.19605860561940333,94.15
7,0.16721420016952906,0.17915939172700449,94.72
8,0.15139940960247683,0.15830508540844687,95.16
9,0.13818360747451428,0.1475921154227598,95.54
10,0.12660728752723688,0.13942741829176405,95.86
11,0.1169027386239828,0.13260875477736206,96.03
12,0.10832761487246792,0.12312401118012826,96.21
13,0.10084732630857282,0.11646800249474867,96.48
14,0.09423756168657493,0.11248092792015889,96.61
15,0.08814149060838208,0.1070406669840259,96.81
16,0.08298275167543201,0.10370261793128413,96.72
17,0.07783513908816488,0.09758552694913705,97.03
18,0.07386075283300532,0.09529523937066597,97.14
19,0.06969113363477938,0.09193531186493577,97.25
20,0.0662105698126467,0.09527560551570351,97.11999999999999
21,0.06272714384387676,0.08789780102387244,97.41
22,0.05951946787713955,0.08926300863885317,97.3
23,0.056708671959717474,0.0837975723132225,97.39999999999999
24,0.05339326446906086,0.08376151669913472,97.39
25,0.05147111711345484,0.08368698509654675,97.39999999999999
26,0.048724450431212894,0.08216130901278568,97.39999999999999
27,0.04659460205571384,0.07938988570338325,97.52
28,0.0447521973833975,0.07737744541101237,97.59
29,0.04258869635956058,0.07581601914169858,97.6
30,0.040663786028161696,0.0765160613055994,97.56
31,0.03908646214456515,0.0754589980627027,97.68
32,0.03714808426517103,0.07821063416845836,97.61
33,0.03562914021532412,0.07461406207839581,97.68
34,0.03411676618556323,0.07630210912974736,97.67
35,0.03249804930563485,0.07198292428517032,97.83
36,0.031116705558430807,0.07290542154075381,97.72
37,0.03005397054535061,0.0718581969158069,97.7
38,0.028589115975516697,0.07198231464289648,97.76
39,0.027642371950898872,0.07342544157909192,97.8
40,0.02626895938082878,0.07128329090998585,97.84
41,0.02540029029995343,0.07077771397221129,97.87
42,0.024495344810702004,0.07166010748968657,97.76
43,0.023285463294768334,0.0702295782259197,97.81
44,0.02255502136695954,0.07039545211674492,97.82
45,0.021672334007664166,0.06953774016562007,97.89999999999999
46,0.020708254589258363,0.07000078107238136,97.78
47,0.02001731999142946,0.06949976644787863,97.86
48,0.019336175626750333,0.06781010428120675,97.89
49,0.018575077840181912,0.06794555350221944,97.92999999999999
50,0.01782067257253104,0.06893344834453173,97.87
51,0.017306048073187502,0.06901118146221524,97.98
52,0.016558322840566086,0.06951866386361277,97.89
53,0.016006498471621902,0.06811022716789682,97.91
54,0.01545204325196016,0.06906959018592747,97.91
55,0.014898710981609813,0.06783379134876323,98.0
56,0.014445565828666585,0.06866503416479626,97.94
57,0.013882979192999113,0.06905800629594865,98.0
58,0.013461037824382148,0.06875497294718523,97.89999999999999
59,0.013051053491374351,0.0700319189049922,97.96000000000001
60,0.01257241312440988,0.07173522682882895,97.82
61,0.012215622021126504,0.07007717908609647,97.98
62,0.011802200969990802,0.06823498728210822,97.98
63,0.01139615597135329,0.0693064174983621,98.03
64,0.01114262251956866,0.06884681337945295,97.94
65,0.01069585576399443,0.06944086439783524,97.92999999999999
66,0.01034259471353847,0.069466041230634,98.0
67,0.010075456216962786,0.06947795271194533,97.89
68,0.009784430252359083,0.06954386299924954,97.96000000000001
69,0.009490575719460834,0.06971771282243469,97.97
70,0.009302694660682544,0.06903539174589458,97.97
71,0.009017697604938665,0.06943978846906461,97.99
72,0.008772555436023574,0.06971464421597069,97.96000000000001
73,0.008544551771452163,0.06926882599720126,97.98
74,0.008320595502740164,0.06878855347219674,97.98
75,0.008073425877171364,0.07087815660685683,97.92
76,0.007860496798149827,0.06997796555741638,98.05
77,0.007720831564869841,0.0697398878197051,97.98
78,0.00751621417369029,0.06964081020830488,98.00999999999999
79,0.007349214159935523,0.06955685769846562,98.04
80,0.007154464665980766,0.07004205189931528,98.03
81,0.007007585147735923,0.0697476331293857,97.99
82,0.006840012350038757,0.06985585984906442,97.96000000000001
83,0.00674162791312266,0.07011057372504148,98.05
84,0.006551702750802466,0.07059261580899899,97.96000000000001
85,0.006389607560723296,0.07017558645455715,97.98
86,0.006295785160245251,0.07043660027032443,98.0
87,0.006183042896900919,0.07073045596526747,97.95
88,0.006056402743954809,0.07014106107426507,98.00999999999999
89,0.005929053998220845,0.07037970627297861,97.95
90,0.005828669884353625,0.07061007930933332,97.98
91,0.00573546089851261,0.07102829414968627,97.95
92,0.005595691343029677,0.07059172669172209,98.03
93,0.005511676992422746,0.07131801926255484,97.99
94,0.00543109579711059,0.0708510453668959,98.02
95,0.005348397887268943,0.07095692489025175,98.02
96,0.005279798927305647,0.07105718687862504,98.00999999999999
97,0.00517228171729095,0.07098747794483305,98.02
98,0.005073732482755302,0.07085153675760243,97.95
99,0.005014362696737579,0.07109544393351283,98.0
