,train_loss,validate_loss,validate_accuracy
0,0.579391034762915,2.829253553538388,9.74
1,0.3121899113517198,0.32985304682085587,90.81
2,0.27198634253963994,0.279028532290822,92.07
3,0.24382287628611352,0.2520515471392974,92.75999999999999
4,0.22063125072733647,0.2289034344849719,93.43
5,0.2004356475004192,0.20978545924484432,93.96
6,0.1840067874003206,0.19338722438083034,94.37
7,0.16947163112163172,0.17570883291729475,94.96
8,0.15720271822192491,0.16514498303309819,95.21
9,0.14637463907343928,0.15583041200971037,95.56
10,0.1371507699211447,0.14569888406067058,95.83
11,0.12889549175450724,0.13818909984095806,96.11
12,0.1215800461712627,0.13205212357511467,96.2
13,0.11465220281369838,0.12600164941747632,96.3
14,0.10883458301519428,0.12233432737633215,96.41999999999999
15,0.10337025844625243,0.11752936279823105,96.48
16,0.09865814704809742,0.1136895840098299,96.59
17,0.09416325207741624,0.10884254994633216,96.6
18,0.0899054023699075,0.10612089180736639,96.72
19,0.08615708785161266,0.10333276471616713,96.84
20,0.0826951285547886,0.10087582181835575,96.89999999999999
21,0.07946567520595371,0.09742292053737307,97.02
22,0.07638292855771012,0.09537188726371358,97.02
23,0.07337656517330267,0.09400030018868227,97.07000000000001
24,0.07069055455536129,0.09361549738556903,97.00999999999999
25,0.06833757104828538,0.09060814598127673,97.19
26,0.06591454103647973,0.08896186457128182,97.22
27,0.06369748326833856,0.08823063730588845,97.21
28,0.061597900908515205,0.086238997555098,97.26
29,0.05957460396666432,0.08553507322704433,97.34
30,0.05771788042843015,0.08378721259617279,97.39
31,0.0557773235779949,0.08268413617619229,97.39
32,0.05424443814955893,0.08210001027302455,97.38
33,0.05256441140971134,0.08030655430850708,97.48
34,0.05102892194552159,0.07991802464497073,97.45
35,0.04953469503565433,0.0787335791367674,97.50999999999999
36,0.0480130550835165,0.07823768071030701,97.55
37,0.04680550901998523,0.07905104048774393,97.61
38,0.045348782211547055,0.07760224219909295,97.55
39,0.04408801798980079,0.07659708920381628,97.57000000000001
40,0.042824368367336385,0.07645945969571656,97.58
41,0.041779018101857614,0.07603620340773265,97.55
42,0.040429624735312836,0.07496477977261258,97.54
43,0.03942162725578022,0.07552046740571201,97.57000000000001
44,0.03828701888392764,0.07574241928770838,97.61
45,0.037453980701557595,0.07462183210276074,97.55
46,0.03642817345665426,0.07409473523177937,97.67
47,0.03537126123261162,0.07415867849242132,97.57000000000001
48,0.03446851475837506,0.07337956466300789,97.63
49,0.033716334304222134,0.07249045169432854,97.71
