,train_loss,validate_loss,validate_accuracy
0,0.8117478779112153,3.0396173253399406,10.2
1,0.41163333551791703,0.4336627417241014,89.23
2,0.37181168748615984,0.36718860099676753,90.46
3,0.35476414921469474,0.3432251621236869,91.11
4,0.34524149796534753,0.3324132688815399,91.39
5,0.3381699686444323,0.3278073826438859,91.46
6,0.3315047001980245,0.3224151712800754,91.63
7,0.3270639432055418,0.3150068705133922,91.82000000000001
8,0.32192951673995945,0.3112812742992822,91.86
9,0.3183903637454411,0.30639041635823316,92.13
10,0.31443356447501425,0.3015251588193554,92.30000000000001
11,0.3117648782701481,0.3007731929900993,92.21000000000001
12,0.30900006429290733,0.29885177401917545,92.33
13,0.3063566918539601,0.2940733654939034,92.47
14,0.3042519953381606,0.2921196524942742,92.54
15,0.30202743931013676,0.28992469940457544,92.65
16,0.300109769034057,0.2884473712399725,92.67999999999999
17,0.29866229594691057,0.2869058911567503,92.85
18,0.2973605539492122,0.28574172357802136,92.88
19,0.2958534456111328,0.28368681880102864,92.92
20,0.2950932769775122,0.28449014516010446,92.85
21,0.2935559326429185,0.28218095889780986,92.97
22,0.29264411823748543,0.2820655645754807,92.95
23,0.29178704842946923,0.2791588121200766,92.94
24,0.2910220205673842,0.27974478520229107,93.0
25,0.29029490563919075,0.27828402485962694,93.14
26,0.2893949161888216,0.2790097673469796,93.06
27,0.2883886585494933,0.2754969080382872,93.21000000000001
28,0.2879905636715001,0.2760484341696335,93.08999999999999
29,0.28744302737681743,0.27637549927285415,93.0
