,train_loss,validate_loss,validate_accuracy
0,1.3563229335823812,2.937331037599114,10.32
1,0.6418869362501735,0.7654188763145803,84.89
2,0.5040658777281511,0.5261458313490247,87.51
3,0.44895078115933573,0.4482594934359085,88.91
4,0.4193149007970089,0.41212883298885844,89.42999999999999
5,0.4005226617478967,0.3897380280331905,89.91
6,0.38769106568811007,0.3747417909613259,90.22
7,0.3781823234957673,0.3646391593589554,90.36999999999999
8,0.37080304134164904,0.35716851106705794,90.62
9,0.36473202794756165,0.3508128335076121,90.72
10,0.3600563621345523,0.3472545549532052,90.86999999999999
11,0.35601189044917453,0.3434074761985482,91.03999999999999
12,0.3525469685856507,0.3395427031781086,91.23
13,0.3493657223695952,0.33676248831915384,91.41
14,0.34677993692474757,0.3341483702004536,91.39
15,0.34438334482780497,0.33247364133408813,91.42
16,0.3421973766831485,0.3300819089512592,91.56
17,0.3402975272316972,0.32832437205643145,91.58
18,0.33809874309235016,0.3261458642502294,91.64
19,0.33664638589825213,0.32436972983606055,91.57
20,0.33492746917891386,0.32290380092712123,91.66
21,0.3334184163680785,0.32171584851534757,91.82000000000001
22,0.3319246114890871,0.32003410805854277,91.75
23,0.3304188311431011,0.31865879797129776,91.86999999999999
24,0.3289944981883391,0.3178737712254574,91.8
25,0.32764169259597503,0.3163318078309068,91.91
26,0.3264094324075834,0.31547364154706753,92.06
27,0.3250956679465176,0.31399975312290435,92.02
28,0.32380034154933446,0.3124917693633132,92.08
29,0.3225757001637989,0.3121422742955062,92.19000000000001
